"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP397,2022.MMP397448,"Northern Africa","Tue, 04/26/2022 - 12:00",2022,April,1,22,23,36,11,,7,Drowning,"132mn south of Gran Canaria, Canary Islands - embarkation from Boujdor, Morocco on 24 Apr","Salvamento Maritimo, Helena Maleno, Txema Santana, Arab News, Canaries7","26.59929091, -16.024947","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/80tuN, https://archive.vn/G0RsN, https://archive.vn/qKzxf, https://archive.vn/FUOc1, https://archive.vn/hs468",Uncategorized,5
2022.MMP397,2022.MMP397449,"Northern Africa","Tue, 04/26/2022 - 12:00",2022,April,,2,2,,1,1,,Drowning,"132mn south of Gran Canaria, Canary Islands - embarkation from Boujdor, Morocco on 24 Apr","Salvamento Maritimo, Helena Maleno, Txema Santana, Arab News, Canaries7, EFE","26.59929091, -16.024947","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/80tuN, https://archive.vn/G0RsN, https://archive.vn/qKzxf, https://archive.vn/FUOc1, https://archive.vn/hs469, https://archive.ph/Z9G7r",Uncategorized,5
2022.MMP398,2022.MMP398,"Northern Africa","Tue, 04/26/2022 - 12:00",2022,April,1,,1,,,,,"Mixed or unknown","Unspecified location in the Atlantic between Western Sahara and Canary Islands - disembarkation at Laayoune","Alayam24, Dakhla Mobachir","27.33809627, -13.592776","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/EXyyU, https://archive.vn/NykaQ",Uncategorized,3
2022.MMP0385,2022.MMP0385,"Central America","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,Drowning,"Rio Bravo Ejido Santo Domingo,Municipality of Guerro, Coahuila, Mexico",Zócalo,"28.45849112, -100.356687","US-Mexico border crossing",https://archive.ph/OS04s,"Central America",1
2022.MMP0386,2022.MMP0386,"Central America","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,Drowning,"Rio Bravo in Presidentes Colony, Piedras Negras, Coahuila,Mexico",Zócalo,"28.6798592, -100.507396","US-Mexico border crossing",https://archive.ph/OS04s,"Central America",1
2022.MMP0387,2022.MMP0387,"Central America","Tue, 04/19/2022 - 12:00",2022,April,6,,6,,,,,"Vehicle accident / death linked to hazardous transport","At kilometer 107 of the road from Querobabi to Carbó, near military checkpoint, Benjamín Hill, Sonora, Mexico","Fiscalia General del Estado de Sonora, DW,Excelsior,El Heraldo","30.05041768, -111.101059","US-Mexico border crossing","https://archive.ph/2KlhP, https://archive.ph/snFHb, https://archive.ph/fy0uv, https://archive.ph/C60St","Central America",5
2022.MMP402,2022.MMP402,"South America","Thu, 04/21/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Near Rodoviario de Iquique, Iquique, Tarapacá, Chile","Soy Chile,Tarapacá Online","-20.20811407, -70.15067347",,"https://archive.ph/Bw5I1, https://archive.ph/Z7K7G","South America",3
2022.MMP0388,2022.MMP0388,"Central America","Wed, 04/20/2022 - 12:00",2022,April,3,,3,15,1,2,,"Vehicle accident / death linked to hazardous transport","Rio Seco II bridge on the Cordoba-Veracruz highway, at kilometer 3 in the municipality of Amatlan de los Reyes, Veracruz, Mexico","Noticieros Televisa, Telesur, La Prensa MX, Radio La Prímerisima Nicaragua, El Mundo","18.86567079, -96.853133",,"https://archive.ph/PRAKm, https://archive.ph/hQRev, https://archive.ph/fuU9I, https://archive.ph/3fJ9L, https://archive.ph/JSnOz","Central America",3
2022.MMP405,2022.MMP405,Caribbean,"Thu, 04/14/2022 - 12:00",2022,April,,2,2,,,2,,Drowning,"West of the Municipality of Playa in Havana, Havana, Cuba",Cibercuba,"23.09257932, -82.4854845","Caribbean to US",https://archive.ph/ojmo8,Caribbean,1
2022.MMP406,2022.MMP406,Caribbean,"Mon, 04/04/2022 - 12:00",2022,April,,6,6,,1,2,3,Drowning,"Baracoa Beach, Cuba",Cibercuba,"23.05007621, -82.56748266","Caribbean to US",https://archive.ph/ojmo8,Caribbean,1
2022.MMP389,2022.MMP389,"North America","Thu, 04/21/2022 - 12:00",2022,April,3,,3,6,,,,"Vehicle accident / death linked to hazardous transport","Interstate-10 near milepost 214 near Eloy, Arizona, USA","Tucson Sentinel, Arizona 15, News4Tuscon","32.70565082, -111.4827043","US-Mexico border crossing","https://archive.ph/zHYlG, https://archive.ph/3vWNO, https://archive.ph/SMBCwhttps://archive.ph/SMBCw","Northern America",3
2022.MMP399,2022.MMP399,"Central America","Thu, 04/21/2022 - 12:00",2022,April,1,,1,,,1,,Drowning,"Rio Bravo near Black Railroad Bridge (Puente Negro del Ferrocarril), Piedras Negras, Coahuila, Mexico","Zócalo, El Siglo Coahuila","28.69614891, -100.5112011","US-Mexico border crossing","https://archive.ph/hNuJf, https://archive.ph/639xX","Central America",3
2022.MMP409,2022.MMP409,"South America","Sun, 04/24/2022 - 12:00",2022,April,1,,1,,1,,,Violence,"Vereda Las Animas, Ipiales, Nariño, Colombia","La Patilla","0.837752035, -77.62158474",,https://archive.ph/BElMa,"South America",1
2022.MMP400,2022.MMP400,"North America","Thu, 04/21/2022 - 12:00",2022,April,3,,3,,,3,,"Vehicle accident / death linked to hazardous transport","Interstate 10 near Casa Grande, Pinal County, Arizona 85122, USA",Univision,"32.90107512, -111.6867731",,https://archive.ph/xJ8X0,"Northern America",1
2022.MMP412,2022.MMP412,"South-eastern Asia","Sat, 04/23/2022 - 12:00",2022,April,1,,1,11,,,1,"Vehicle accident / death linked to hazardous transport","359 Road, Moo7 Baanmaipraiwan, Sa Khwuan Subdistrict, Mueang Sa Kaeo District, Sa Kaeo Province, Thailand","Banmuang, Top News, Thai PBS","13.77498859, 101.9922317",,"https://archive.vn/xwXhm, https://archive.vn/5m5YD, https://archive.vn/yEdBD","South-eastern Asia",3
2022.MMP413,2022.MMP413,Europe,"Sun, 04/17/2022 - 12:00",2022,April,1,,1,5,1,,,Violence,"Evros-Meric river near Soufli, Greece","Hellenic Ministry of Citizen Protection, AFP, AP","41.19991871, 26.318703","Turkey-Europe land route","https://archive.ph/S1Qau, https://archive.ph/5u9i4, https://archive.ph/BZTVi","Southern Europe",5
2022.MMP414,2022.MMP414,Europe,"Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Body found at the Zabalgarbi garbage disposal plant in Bilbao, Bizkaia, Spain","Naiz, Nius Diario","43.25080948, -2.969875",,"https://archive.ph/EAFH0, https://archive.ph/JMdin","Southern Europe",3
2022.MMP415,2022.MMP415,Europe,"Sun, 05/01/2022 - 12:00",2022,May,1,,1,9,,,,"Vehicle accident / death linked to hazardous transport","On the Trakia highway aorund the 245km, Sliven Province, Bulgaria",Vesti,"42.66416055, 26.33257",,https://archive.ph/k9MqC,"Eastern Europe",1
2022.MMP416,2022.MMP416,"Northern Africa","Sun, 05/01/2022 - 12:00",2022,May,1,,1,,,,,Drowning,"Remains recovered close to the southern seawall, Melilla, Spain - thought to have swimmed from the Moroccan port of Béni Ansar","AMDH Nador, Infomigrants, Nador City","35.28312826, -2.916288","Western Mediterranean","https://m.facebook.com/1493677674177836/posts/3189128307966089/?d=n, https://archive.ph/uWr6d, https://archive.ph/HK7iT",Uncategorized,3
2022.MMP417,2022.MMP417,"Northern Africa","Sun, 05/08/2022 - 12:00",2022,May,,28,28,13,,,,Drowning,"120 km south of Gran Canaria, Spain","El Diario, Euronews","26.641567, -15.586981","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/UsT7X, https://archive.ph/y0dLn",Uncategorized,3
2022.MMP401,2022.MMP401,"Central America","Thu, 04/21/2022 - 12:00",2022,April,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Behind Trinity Rail, Sabinas, Coahuila de Zaragoza, Mexico","Zócalo, Periodico La Voz","27.82041348, -101.1532647",,"https://archive.ph/Q7vjc, https://archive.ph/Flu7d","Central America",3
2022.MMP404,2022.MMP404,"Central America","Fri, 04/22/2022 - 12:00",2022,April,1,,1,,,,,Drowning,"Rio Bravo, in front of Ejido El Centinela,Piedras Negras, Coahuila de Zaragoza,Mexico","Breitbart, Unision","28.79815515, -100.533683","US-Mexico border crossing","https://archive.ph/uDyvc, https://archive.ph/gMehP","Central America",3
2022.MMP425,2022.MMP425,"Central America","Fri, 04/22/2022 - 12:00",2022,April,1,,1,,1,,,Violence,"Coatzintla,Veracruz, México","MINEX Guatemala,La Aldea de la Informacion","20.48326962, -97.466227",,"https://archive.ph/32cwp, https://archive.ph/LDCHR","Central America",5
2022.MMP408,2022.MMP408,"Central America","Sun, 04/24/2022 - 12:00",2022,April,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Railroad tracks in Aragon, Nopala de Villagrán, Hidalgo, Mexico","La Silla Rota Hidalgo, El Sol de Tulancingo","20.2121104, -99.61669202",,"https://archive.ph/zy1KM, https://archive.ph/b01mO","Central America",3
2022.MMP421,2022.MMP421,Europe,"Thu, 05/05/2022 - 12:00",2022,May,1,1,2,,,2,,Drowning,"Unspecified location in the Tisza River, Transcarpathia, Ukraine on border with Romania","Державна прикордонна служба України (Ukrainian State Border Guard)","47.98650058, 23.67351528","Ukraine to Europe",https://www.facebook.com/DPSUkraine/posts/335141652058045,"Eastern Europe",5
2022.MMP422,2022.MMP422,"South-eastern Asia","Sat, 04/30/2022 - 12:00",2022,April,2,,2,12,,,,"Vehicle accident / death linked to hazardous transport","Bang Bua Thong - Suphan Buri Rd, Moo7, Kokkram Subdistrict, Bangplama district, Suphan Buri, Thailand","Banmuang, 7HD, Thai News Agency","14.40311671, 100.164845",,"https://archive.vn/8Udnh, https://archive.vn/UJ95y, https://archive.vn/UcoDZ","South-eastern Asia",3
2022.MMP426,2022.MMP426,"Central America","Thu, 04/28/2022 - 12:00",2022,April,2,,2,,,1,1,"Vehicle accident / death linked to hazardous transport","Federal Highway 53,Castaños, Coahuila de Zaragoza, Mexico","El Sol de la Laguna,Diario del Yaqui","26.69193169, -101.382989",,"https://archive.ph/N8xc6, https://archive.ph/0XcpM","Central America",1
2022.MMP427,2022.MMP427,"Central America","Fri, 04/29/2022 - 12:00",2022,April,1,,1,,,1,,Drowning,"Bravo River near Camino Real International Bridge,Piedras Negras, Coahuila, Mexico",Cibercuba,"28.69749259, -100.511041","US-Mexico border crossing",https://archive.ph/DZMDS,"Central America",1
2022.MMP428,2022.MMP428,"Central America","Sun, 05/01/2022 - 12:00",2022,May,1,,1,,,1,,Drowning,"Bravo River near Black Railroad Bridge (Puente Negro del Ferrocarril),Piedras Negras, Coahuila, Mexico","Texas Nicaraguan Community,100% Noticias Nicaragua.","28.70505078, -100.512282","US-Mexico border crossing","https://www.facebook.com/texas.nic.community/posts/762374541806183, https://archive.ph/OI7Pa","Central America",5
2022.MMP418,2022.MMP418,"North America","Mon, 05/02/2022 - 12:00",2022,May,,2,2,,,1,1,Drowning,"1 mile west of Del Rio Bridge, Val Verde, Texas, USA","United States Customs and Border Patrol (CBP)","29.33505865, -100.940823","US-Mexico border crossing",https://archive.ph/iSaE2,"Northern America",5
2022.MMP429,2022.MMP429,"North America","Tue, 05/03/2022 - 12:00",2022,May,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Uninhabited area near Carrizo Springs, Dimmit County, Texas, United States of America","K911 Noticias","28.5142065, -99.895202","US-Mexico border crossing",https://archive.ph/dLRCs,"Northern America",1
2022.MMP419,2022.MMP419,"Central America","Thu, 05/05/2022 - 12:00",2022,May,1,,1,,,1,,Drowning,"Body of adult man found on Mexican side of Rio Grande, near Del Rio International Bridge","United States Customs and Border Patrol (CBP)","29.33472955, -100.9414584","US-Mexico border crossing",https://archive.ph/iSaE2,"Central America",5
2022.MMP420,2022.MMP420,"North America","Fri, 05/06/2022 - 12:00",2022,May,1,,1,5,,1,,"Accidental death","Climbing border fence near La Media Rd & Drucker Ln in Otay Mesa, San Diego, CA, USA","Times of San Diego, NBC San Diego","32.54931863, -116.9494693","US-Mexico border crossing","https://archive.ph/P11js, https://archive.ph/BzeXn","Northern America",3
